particle_id,release_time,released,active,stuck,absorbed,escaped,final_step_name,final_segment_name,source_part_id,material_id,x,v_x,y,v_y
1,0.0,1,0,0,0,1,sustain,sustain,1,1,-0.0007489999999126885,0.07125000000000073,0.00024999999997089617,0.024999999999997795
2,0.02,1,0,0,0,1,sustain,sustain,2,2,-0.00012142760447132644,0.033559221080398334,0.006967080070567247,0.02488640386110798
3,0.04,1,1,0,0,0,sustain,sustain,3,1,0.05060182799084182,0.0004762657618183064,0.02534450315416061,0.05669620722578982
4,0.06,1,0,0,0,1,sustain,sustain,4,2,-0.0001564494939086322,0.024256130566799754,0.008625969428939862,0.02495183159633933
5,0.08,1,1,0,0,0,sustain,sustain,5,1,0.0426832365175414,0.045466706190585696,0.02235753193321871,0.0033745789544741833
6,0.1,1,1,0,0,0,sustain,sustain,6,2,0.013835360004665214,0.04629425738593146,0.0226463038339691,0.01473526872802916
7,0.12,1,1,0,0,0,sustain,sustain,7,1,0.064017439919098,0.047630900780844476,0.02273171206589047,-0.005016193272161258
8,0.14,1,1,0,0,0,sustain,sustain,8,2,0.01645843185343566,0.033899435663715206,0.020011918196470104,0.013653764765039947
9,0.16,1,1,0,0,0,sustain,sustain,9,1,0.04894518334158857,-0.040894626594519576,0.022372475300090868,0.0029472574091185984
10,0.18,1,1,0,0,0,sustain,sustain,10,2,0.060727799678960415,0.02512306630173332,0.017979618972124328,-0.0038096728409224793
11,0.2,1,1,0,0,0,sustain,sustain,11,1,0.007275612955703431,0.017541664758514163,0.016585032178446694,0.01720464712278807
12,0.22,1,1,0,0,0,sustain,sustain,12,2,0.007026567661571113,0.012938910794929183,0.015611581871985893,0.01728457537258983
13,0.24,1,1,0,0,0,sustain,sustain,1,1,0.05060157623842227,-0.04762660752064404,0.025225743189089166,0.024528648112837493
14,0.26,1,1,0,0,0,sustain,sustain,2,2,0.011506194551954589,0.005150850706625142,0.01394516621041587,0.015490281084689628
15,0.28,1,1,0,0,0,sustain,sustain,3,1,0.03668851776745905,0.007881304287198044,0.014424076711690824,0.005586730423390918
16,0.3,1,1,0,0,0,sustain,sustain,4,2,0.011251546042222694,-0.005219877233887709,0.011750623053152961,0.015549706765920646
17,0.32,1,1,0,0,0,sustain,sustain,5,1,0.02067628573965868,-0.007704198275471749,0.01118757201703663,0.01182939853448292
18,0.34,1,1,0,0,0,sustain,sustain,6,2,0.021502938652972522,-0.011948653022184334,0.010285740785436086,0.011487234179844744
19,0.36,1,1,0,0,0,sustain,sustain,7,1,0.030567441741173807,-0.01006952008958227,0.010647877551082758,0.007925930337767867
20,0.38,1,1,0,0,0,sustain,sustain,8,2,0.0543407150771269,0.09731334354604261,-0.010200363714810312,-0.0013706991944736054
21,0.4,1,1,0,0,0,sustain,sustain,9,1,0.10146714750411424,-0.02530522209606934,0.018451943527340555,-0.01994698174757827
22,0.42,1,1,0,0,0,sustain,sustain,10,2,0.05194294778894335,-0.04462769978528752,0.003247546754948277,-0.0006256790499197576
23,0.44,1,1,0,0,0,sustain,sustain,11,1,0.0540755554038596,0.08031328856803752,-0.0062026189057798435,-0.0014123261074727089
24,0.46,1,1,0,0,0,sustain,sustain,12,2,0.10019066331721745,-0.16420657332628727,0.05111997579315719,-0.01989775632104071
